source	target	strength	group1	group2
Eubacterium_ramulus	Eubacterium_rectale	1	Core	Core
Eubacterium_ramulus	Eubacterium_siraeum	1	Core	Peripheral
Eubacterium_ramulus	Roseburia_inulinivorans	1	Core	Core
Eubacterium_ramulus	Ruminococcus_obeum	1	Core	Core
Eubacterium_ramulus	Ruminococcus_torques	1	Core	Core
Eubacterium_rectale	Anaerostipes	0	Core	Core
Eubacterium_rectale	Blautia	0	Core	Core
Eubacterium_rectale	Coprococcus	1	Core	Core
Eubacterium_rectale	Gemmiger	0	Core	Core
Eubacterium_rectale	Odoribacter	0	Core	Peripheral
Eubacterium_rectale	Roseburia	1	Core	Core
Eubacterium_rectale	Blautia_faecis	0	Core	Core
Eubacterium_rectale	Blautia_luti	0	Core	Core
Eubacterium_rectale	Clostridium_lactatifermentans	0	Core	Peripheral
Eubacterium_rectale	Coprococcus_catus	0	Core	Core
Eubacterium_rectale	Coprococcus_comes	1	Core	Core
Eubacterium_rectale	Dorea_formicigenerans	1	Core	Core
Eubacterium_rectale	Dorea_longicatena	0	Core	Core
Eubacterium_rectale	Eubacterium_desmolans	1	Core	Core
Eubacterium_rectale	Eubacterium_eligens	1	Core	Peripheral
Eubacterium_rectale	Eubacterium_ramulus	1	Core	Core
Eubacterium_rectale	Odoribacter_splanchnicus	0	Core	Peripheral
Eubacterium_rectale	Roseburia_inulinivorans	1	Core	Core
Eubacterium_rectale	Ruminococcus_bromii	0	Core	Peripheral
Eubacterium_rectale	Ruminococcus_callidus	1	Core	Peripheral
Eubacterium_rectale	Ruminococcus_obeum	0	Core	Core
Eubacterium_rectale	Ruminococcus_torques	0	Core	Core
Eubacterium_ruminantium	Roseburia	0	Peripheral	Core
Eubacterium_ruminantium	Coprococcus_catus	1	Peripheral	Core
Eubacterium_ruminantium	Eubacterium_rectale	0	Peripheral	Core
Eubacterium_ruminantium	Ruminococcus_bromii	1	Peripheral	Peripheral
Eubacterium_ruminantium	Ruminococcus_callidus	1	Peripheral	Peripheral
Eubacterium_siraeum	Allisonella	0	Peripheral	Peripheral
Eubacterium_siraeum	Butyricicoccus	0	Peripheral	Core
Eubacterium_siraeum	Coprococcus	1	Peripheral	Core
Eubacterium_siraeum	Oscillibacter	1	Peripheral	Peripheral
Eubacterium_siraeum	Allisonella_histaminiformans	0	Peripheral	Peripheral
Eubacterium_siraeum	Coprococcus_catus	0	Peripheral	Core
Eubacterium_siraeum	Eubacterium_ramulus	1	Peripheral	Core
Eubacterium_siraeum	Oscillibacter_valericigenes	0	Peripheral	Peripheral
Eubacterium_siraeum	Ruminococcus_bromii	1	Peripheral	Peripheral
Eubacterium_siraeum	Ruminococcus_callidus	1	Peripheral	Peripheral
Gemella_haemolysans	Actinomyces	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Gemella	1	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Lactobacillus	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Sediminibacterium	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Sediminibacterium_salmoneum	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Gemella_haemolysans	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Gemella	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Sediminibacterium	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Sediminibacterium_salmoneum	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Gemella_sanguinis	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Gemella	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Lactobacillus	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Sediminibacterium	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bacteroides_uniformis	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Clostridium_ramosum	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Gemella_sanguinis	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Sediminibacterium_salmoneum	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Hydrotalea_flava	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Alloprevotella	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Gemella	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Lactobacillus	1	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Streptococcus	1	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Veillonella	1	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Clostridium_ramosum	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Gemella_sanguinis	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_delbrueckii	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_ruminis	Blautia	0	Core	Core
Lactobacillus_ruminis	Blautia_luti	0	Core	Core
Lactobacillus_salivarius	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_salivarius	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Lactobacillus_salivarius	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Eubacterium	0	DiseaseEnriched	Core
Megamonas_funiformis	Faecalibacterium	0	DiseaseEnriched	Core
Megamonas_funiformis	Megamonas	1	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Sutterella	1	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bacteroides_coprocola	1	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bacteroides_plebeius	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bacteroides_stercoris	1	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Clostridium_innocuum	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Sutterella_wadsworthensis	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Megamonas_funiformis	Blumeria	0	DiseaseEnriched	Fungome
Methylobacterium_aquaticum	Alloprevotella	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Collinsella	0	DiseaseEnriched	Core
Methylobacterium_aquaticum	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Eubacterium	0	DiseaseEnriched	Core
Methylobacterium_aquaticum	Faecalibacterium	0	DiseaseEnriched	Core
Methylobacterium_aquaticum	Gemella	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Gemmiger	0	DiseaseEnriched	Core
Methylobacterium_aquaticum	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Lactobacillus	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Methylobacterium	1	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bacteroides_xylanisolvens	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Clostridium_innocuum	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Clostridium_ramosum	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Collinsella_aerofaciens	0	DiseaseEnriched	Core
Methylobacterium_aquaticum	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Methylobacterium_aquaticum	Blumeria	0	DiseaseEnriched	Fungome
Odoribacter_splanchnicus	Alistipes	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Odoribacter	0	Peripheral	Peripheral
Odoribacter_splanchnicus	Oscillibacter	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Roseburia	0	Peripheral	Core
Odoribacter_splanchnicus	Blautia_faecis	0	Peripheral	Core
Odoribacter_splanchnicus	Blautia_luti	1	Peripheral	Core
Odoribacter_splanchnicus	Clostridium_lactatifermentans	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Eubacterium_eligens	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Eubacterium_rectale	0	Peripheral	Core
Odoribacter_splanchnicus	Oscillibacter_valericigenes	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Parabacteroides_merdae	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Roseburia_inulinivorans	0	Peripheral	Core
Odoribacter_splanchnicus	Ruminococcus_bromii	1	Peripheral	Peripheral
Odoribacter_splanchnicus	Ruminococcus_callidus	0	Peripheral	Peripheral
Oscillibacter_valericigenes	Alistipes	1	Peripheral	Peripheral
Oscillibacter_valericigenes	Odoribacter	1	Peripheral	Peripheral
Oscillibacter_valericigenes	Oscillibacter	1	Peripheral	Peripheral
Oscillibacter_valericigenes	Clostridium_lactatifermentans	1	Peripheral	Peripheral
Oscillibacter_valericigenes	Coprococcus_catus	0	Peripheral	Core
Oscillibacter_valericigenes	Eubacterium_eligens	1	Peripheral	Peripheral
Oscillibacter_valericigenes	Eubacterium_siraeum	0	Peripheral	Peripheral
Oscillibacter_valericigenes	Odoribacter_splanchnicus	1	Peripheral	Peripheral
Oscillibacter_valericigenes	Ruminococcus_bromii	0	Peripheral	Peripheral
Oscillibacter_valericigenes	Ruminococcus_callidus	0	Peripheral	Peripheral
Parabacteroides_distasonis	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Eubacterium	0	DiseaseEnriched	Core
Parabacteroides_distasonis	Faecalibacterium	0	DiseaseEnriched	Core
Parabacteroides_distasonis	Gemella	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Lactobacillus	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Parabacteroides	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bacteroides_coprocola	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bacteroides_fragilis	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bacteroides_stercoris	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bacteroides_thetaiotaomicron	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bacteroides_vulgatus	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bacteroides_xylanisolvens	1	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Clostridium_innocuum	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Parabacteroides_distasonis	Blumeria	0	DiseaseEnriched	Fungome
Parabacteroides_merdae	Alistipes	1	Peripheral	Peripheral
Parabacteroides_merdae	Coprococcus	0	Peripheral	Core
Parabacteroides_merdae	Odoribacter	1	Peripheral	Peripheral
Parabacteroides_merdae	Coprococcus_comes	0	Peripheral	Core
Parabacteroides_merdae	Eubacterium_rectale	0	Peripheral	Core
Parabacteroides_merdae	Odoribacter_splanchnicus	1	Peripheral	Peripheral
Parabacteroides_merdae	Ruminococcus_bromii	0	Peripheral	Peripheral
Roseburia_inulinivorans	Anaerostipes	0	Core	Core
Roseburia_inulinivorans	Blautia	0	Core	Core
Roseburia_inulinivorans	Coprococcus	0	Core	Core
Roseburia_inulinivorans	Odoribacter	0	Core	Peripheral
Roseburia_inulinivorans	Roseburia	1	Core	Core
Roseburia_inulinivorans	Blautia_faecis	0	Core	Core
Roseburia_inulinivorans	Blautia_luti	0	Core	Core
Roseburia_inulinivorans	Coprococcus_catus	0	Core	Core
Roseburia_inulinivorans	Coprococcus_comes	0	Core	Core
Roseburia_inulinivorans	Dorea_formicigenerans	1	Core	Core
Roseburia_inulinivorans	Eubacterium_desmolans	1	Core	Core
Roseburia_inulinivorans	Eubacterium_eligens	1	Core	Peripheral
Roseburia_inulinivorans	Eubacterium_ramulus	1	Core	Core
Roseburia_inulinivorans	Eubacterium_rectale	1	Core	Core
Roseburia_inulinivorans	Ruminococcus_lactaris	1	Core	Core
Roseburia_inulinivorans	Ruminococcus_torques	0	Core	Core
Ruminococcus_bromii	Butyricicoccus	0	Peripheral	Core
Ruminococcus_bromii	Odoribacter	1	Peripheral	Peripheral
Ruminococcus_bromii	Oscillibacter	1	Peripheral	Peripheral
Ruminococcus_bromii	Clostridium_lactatifermentans	0	Peripheral	Peripheral
Ruminococcus_bromii	Coprococcus_catus	1	Peripheral	Core
Ruminococcus_bromii	Eubacterium_eligens	1	Peripheral	Peripheral
Ruminococcus_bromii	Eubacterium_rectale	0	Peripheral	Core
Ruminococcus_bromii	Eubacterium_ruminantium	1	Peripheral	Peripheral
Ruminococcus_bromii	Eubacterium_siraeum	1	Peripheral	Peripheral
Ruminococcus_bromii	Odoribacter_splanchnicus	1	Peripheral	Peripheral
Ruminococcus_bromii	Ruminococcus_callidus	0	Peripheral	Peripheral
Ruminococcus_callidus	Butyricicoccus	0	Peripheral	Core
Ruminococcus_callidus	Odoribacter	0	Peripheral	Peripheral
Ruminococcus_callidus	Oscillibacter	0	Peripheral	Peripheral
Ruminococcus_callidus	Clostridium_lactatifermentans	0	Peripheral	Peripheral
Ruminococcus_callidus	Coprococcus_catus	1	Peripheral	Core
Ruminococcus_callidus	Eubacterium_eligens	1	Peripheral	Peripheral
Ruminococcus_callidus	Eubacterium_rectale	1	Peripheral	Core
Ruminococcus_callidus	Eubacterium_ruminantium	1	Peripheral	Peripheral
Ruminococcus_callidus	Eubacterium_siraeum	1	Peripheral	Peripheral
Ruminococcus_callidus	Odoribacter_splanchnicus	0	Peripheral	Peripheral
Ruminococcus_callidus	Oscillibacter_valericigenes	0	Peripheral	Peripheral
Ruminococcus_callidus	Ruminococcus_bromii	0	Peripheral	Peripheral
Ruminococcus_callidus	Parengyodontium	0	Peripheral	Fungome
Ruminococcus_gnavus	Bifidobacterium	1	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Faecalibacterium	0	DiseaseEnriched	Core
Ruminococcus_gnavus	Gemella	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Megamonas	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Streptococcus	1	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Bifidobacterium_longum	1	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Clostridium_innocuum	1	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Megamonas_funiformis	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Streptococcus_thermophilus	1	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Ruminococcus_gnavus	Veillonella_parvula	1	DiseaseEnriched	DiseaseEnriched
Ruminococcus_lactaris	Alistipes	0	Core	Peripheral
Ruminococcus_lactaris	Coprococcus	1	Core	Core
